workbook_name,sheet_name,sheet_state,max_row_reported,max_column_reported,rows_scanned,columns_scanned,first_non_empty_row_candidate,probable_header_row,probable_data_start_row,blank_rows_in_sample,sample_non_empty_cells,region_keyword_hits,year_keyword_hits,total_keyword_hits,source_keyword_hits,region_candidate_count,year_candidate_count,detected_years,analytical_clues
Statistical-Yearbook-2024.xlsx,4-43,visible,7,5,7,5,1,6,7,0,18,0,1,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,4-44,visible,38,8,38,8,1,14,15,2,252,1,1,9,0,43,0,,"region, year, activity"
Statistical-Yearbook-2024.xlsx,4-45,visible,16,10,16,10,1,12,,4,63,0,1,4,0,0,0,,year
Statistical-Yearbook-2024.xlsx,4-46,visible,60,49,40,40,1,14,,26,126,0,1,4,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-47,visible,39,23,39,23,1,6,7,18,134,4,1,4,2,21,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-48,visible,39,23,39,23,1,6,7,18,134,4,1,4,2,21,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-49,visible,22,17,22,17,1,7,8,0,263,0,3,3,2,0,1,2024,"year, nurse"
Statistical-Yearbook-2024.xlsx,4-50,visible,32,26,32,26,1,4,5,9,82,0,1,2,0,25,0,,year
Statistical-Yearbook-2024.xlsx,4-51,visible,62,27,40,27,1,12,13,13,532,0,1,8,0,32,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-52,visible,33,22,33,22,1,4,5,11,422,1,1,3,0,21,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-53,visible,19,3,19,3,1,4,5,1,49,0,2,0,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-54,visible,17,3,17,3,1,4,5,0,45,0,2,0,2,0,0,,year
Statistical-Yearbook-2024.xlsx,4-55,visible,13,15,13,15,1,4,5,6,44,0,1,0,0,0,0,,"year, activity"
Statistical-Yearbook-2024.xlsx,4-56,visible,39,10,39,10,1,15,,24,50,0,1,2,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-57,visible,52,20,40,20,1,4,5,21,296,4,1,3,2,21,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-58,visible,23,18,23,18,1,4,5,0,178,1,1,3,0,44,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-59,visible,31,7,31,7,1,4,5,4,119,4,1,2,2,23,0,,"region, year, activity"
Statistical-Yearbook-2024.xlsx,4-60,visible,18,26,18,26,1,4,5,11,44,0,1,0,0,0,0,,"year, activity"
Statistical-Yearbook-2024.xlsx,4-61,visible,47,12,40,12,1,12,,27,58,0,2,2,0,0,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,4-62,visible,29,8,29,8,1,4,5,1,195,4,1,6,0,23,0,,"region, year"
Statistical-Yearbook-2024.xlsx,4-63,visible,26,41,26,40,1,5,6,0,533,0,1,4,0,58,1,2024,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-64,visible,27,10,27,10,1,4,5,1,209,0,3,4,0,0,0,,year
Statistical-Yearbook-2024.xlsx,4-65,visible,12,5,12,5,1,4,5,0,49,0,1,1,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-66,visible,28,10,28,10,1,4,5,1,233,0,4,4,1,23,0,,"year, hospital, bed, nurse"
Statistical-Yearbook-2024.xlsx,4-67,visible,27,7,27,7,1,4,5,4,142,0,3,2,0,23,5,2024,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-68,visible,16,7,16,7,1,4,5,1,68,0,2,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,4-69,visible,53,7,40,7,1,15,16,14,145,0,3,0,2,0,0,,year
Statistical-Yearbook-2024.xlsx,4-70,visible,32,24,32,24,1,11,12,0,614,0,0,5,0,34,0,,hospital
Statistical-Yearbook-2024.xlsx,4-71,visible,28,10,28,10,1,4,5,0,153,0,1,4,0,30,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,4-72,visible,26,13,26,13,1,6,7,2,123,0,1,2,0,22,0,,year
Statistical-Yearbook-2024.xlsx,مؤشرات أداء الصحة,visible,1,1,1,1,,,,0,0,0,0,0,0,0,0,,
Statistical-Yearbook-2024.xlsx,fig1,visible,53,22,40,22,1,2,39,36,6,0,1,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,fig2,visible,44,10,40,10,1,2,36,33,12,0,1,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,fig3,visible,47,7,40,7,1,2,40,36,6,0,1,0,0,0,0,,"year, hospital"
Statistical-Yearbook-2024.xlsx,fig4,visible,44,8,40,8,1,2,37,34,10,0,1,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,fig5,visible,49,17,40,17,1,2,,38,2,0,0,0,0,0,0,,activity
Statistical-Yearbook-2024.xlsx,fig6,visible,47,26,40,26,1,2,39,36,6,0,1,0,0,0,0,,year
Statistical-Yearbook-2024.xlsx,fig7,visible,56,20,40,20,1,2,,38,2,0,0,0,0,0,0,,
Statistical-Yearbook-2024.xlsx,فهرس الباب الخامس,visible,36,38,36,38,1,2,3,4,51,0,13,0,0,0,0,,"year, hospital, activity"
Statistical-Yearbook-2024.xlsx,5-1,visible,17,16,17,16,1,11,12,0,90,0,6,2,2,0,4,"2021, 2022, 2023, 2024",year
Statistical-Yearbook-2024.xlsx,5-2,visible,19,7,19,7,1,4,5,7,56,0,0,2,0,3,0,,"hospital, bed, activity"
Statistical-Yearbook-2024.xlsx,5-3,visible,15,9,15,9,1,15,,0,106,0,3,6,0,0,0,,"year, physician, nurse"
Statistical-Yearbook-2024.xlsx,5-4,visible,25,8,25,8,1,4,5,15,52,0,0,2,0,0,0,,activity
Statistical-Yearbook-2024.xlsx,5-5,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year, activity"
Statistical-Yearbook-2024.xlsx,5-6,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year, hospital, activity"
Statistical-Yearbook-2024.xlsx,5-7,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year, hospital, activity"
Statistical-Yearbook-2024.xlsx,5-8,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year, hospital, activity"
Statistical-Yearbook-2024.xlsx,5-9,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,5-10,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,5-11,visible,31,7,31,7,1,9,10,21,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,5-12,visible,32,7,32,7,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,5-13,visible,32,7,32,7,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,5-14,visible,32,7,32,7,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
Statistical-Yearbook-2024.xlsx,5-15,visible,32,7,32,7,1,9,10,22,48,2,1,2,0,4,0,,"region, year"
