workbook_name,sheet_name,row_number,column_number,year_candidate,cell_value
Statistical-Yearbook-2024.xlsx,2-59,13,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-59,14,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,15,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,16,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,17,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,18,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-59,19,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-59,20,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,21,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,22,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,23,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-59,24,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,25,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,26,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,27,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,28,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,29,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,30,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,31,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-59,32,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,33,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,34,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,35,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,36,5,2024,2024
Statistical-Yearbook-2024.xlsx,2-59,37,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-59,38,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,39,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-59,40,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,5,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,6,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,7,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,8,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,9,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,10,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,11,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,12,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,13,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,14,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,15,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,16,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,17,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,18,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,19,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,20,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,21,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,22,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,23,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,24,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,25,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,26,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,27,5,2022,2022
Statistical-Yearbook-2024.xlsx,2-60,28,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,29,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,30,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,31,5,2021,2021
Statistical-Yearbook-2024.xlsx,2-60,32,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,33,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,34,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,35,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,36,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,37,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,38,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,39,5,2023,2023
Statistical-Yearbook-2024.xlsx,2-60,40,5,2023,2023
Statistical-Yearbook-2024.xlsx,فهرس الباب الثالث,7,2,2024,حالات الأمراض السارية ( المعدية )  المبلغة خلال 2024 م حسب فروع ومكاتب وزارة الصحة
Statistical-Yearbook-2024.xlsx,فهرس الباب الثالث,27,2,2024,حالات الملاريا المبلغة بأماكن التوطن بالمملكة حسب فروع ومكاتب وزارة الصحة و الشهور عام 2024 م.
Statistical-Yearbook-2024.xlsx,فهرس الباب الثالث,39,2,2023,حالات الليشمانيا الجلدية والحشوية المبلغة حسب فروع ومكاتب وزارة الصحة والجنسية  2023-2024م
Statistical-Yearbook-2024.xlsx,فهرس الباب الثالث,40,2,2023,"Reported Cases of Cutaneous and Visceral Leishmaniasis by MoH Branches & Offices and Nationality, 2023-2024G"
Statistical-Yearbook-2024.xlsx,3-2تكملة,1,1,2024,حالات الأمراض المعدية المبلغة خلال 2024 م حسب فروع ومكاتب وزارة الصحة
Statistical-Yearbook-2024.xlsx,3-12,1,1,2024,حالات الملاريا المبلغة بأماكن التوطن بالمملكة حسب فروع وزارة الصحة و الشهور عام 2024 م.
Statistical-Yearbook-2024.xlsx,3-14,5,4,2021,2021
Statistical-Yearbook-2024.xlsx,3-14,5,5,2022,2022
Statistical-Yearbook-2024.xlsx,3-14,5,6,2023,2023
Statistical-Yearbook-2024.xlsx,3-14,5,7,2024,2024
Statistical-Yearbook-2024.xlsx,3-18,1,1,2023,حالات الليشمانيا الجلدية والحشوية المبلغة حسب فروع ومكاتب وزارة الصحة والجنسية  2023-2024م .
Statistical-Yearbook-2024.xlsx,3-18,2,1,2023,"Reported Cases of Cutaneous and Visceral Leishmaniasis by MoH Branches & Offices and Nationality, 2023-2024G."
Statistical-Yearbook-2024.xlsx,4-24,2,1,2024,"Inpatients at Long-term Hospitals and Long-term Beds of General Hospitals of MoH by Health Cluster, 2024 G."
Statistical-Yearbook-2024.xlsx,4-32,10,10,2021,2021
Statistical-Yearbook-2024.xlsx,4-38,11,8,2021,2021
Statistical-Yearbook-2024.xlsx,4-42,1,1,2024,مراكز ومرضى الغسيل الكلوي حسب القطاعات الصحية عام 2024
Statistical-Yearbook-2024.xlsx,4-49,2,1,2024,"Services of Rehabilitation Center for Children with Disability by Age, 2024 G"
Statistical-Yearbook-2024.xlsx,4-63,2,1,2024,Referrals including reverse referrals to general or specialized government hospitals according to the referring and receiving cluster in 2024 G.
Statistical-Yearbook-2024.xlsx,4-67,2,1,2024,"Number of MoH Hospitals Implementing Home Health Care Program, Manpower and Beneficiaries by MoH Branches, 2024 G"
Statistical-Yearbook-2024.xlsx,4-67,4,5,2024,عدد الحالات تحت الخدمة نهاية 2024
Statistical-Yearbook-2024.xlsx,4-67,4,6,2024,عدد المستفيدين التراكمي نهاية عام 2024
Statistical-Yearbook-2024.xlsx,4-67,5,5,2024,Number of cases under service (end of 2024)
Statistical-Yearbook-2024.xlsx,4-67,5,6,2024,Cumulative number of Beneficiaries by the end of 2024
Statistical-Yearbook-2024.xlsx,5-1,12,7,2021,2021
Statistical-Yearbook-2024.xlsx,5-1,13,7,2022,2022
Statistical-Yearbook-2024.xlsx,5-1,14,7,2023,2023
Statistical-Yearbook-2024.xlsx,5-1,15,7,2024,2024
