comparison_group_id,source_year,workbook_name,sheet_name,chapter,topic,likely_table_title,geography_level_candidate,max_rows,max_columns,probable_header_row,probable_data_start_row,region_candidate_count,detected_years,group_geography_levels,comparison_status,manual_validation_required
FY-002,2024,Statistical-Yearbook-2024.xlsx,3-10,Unknown / Other,Other,Table 3-10,Unknown / National / Other,30,14,6,7,19,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,3-11,Unknown / Other,Other,Table 3-11,Unknown / National / Other,32,15,6,7,19,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,3-17,Unknown / Other,Other,Table 3-17,Health Region,20,11,4,5,8,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,3-18,Unknown / Other,Other,Table 3-18,Unknown / National / Other,54,14,7,8,18,2023,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,3-23,Unknown / Other,Other,Table 3-23,Unknown / National / Other,28,10,6,7,20,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,4-43,Health Activities,Other,Table 4-43,Unknown / National / Other,7,5,6,7,0,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,4-50,Health Activities,Other,Table 4-50,Unknown / National / Other,32,26,4,5,25,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,4-68,Health Activities,Other,Table 4-68,Unknown / National / Other,16,7,4,5,0,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-1,Unknown / Other,Other,Table 5-1,Unknown / National / Other,17,16,11,12,0,"2021, 2022, 2023, 2024",Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-9,Unknown / Other,Other,Table 5-9,Health Region,31,7,9,10,4,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-10,Unknown / Other,Other,Table 5-10,Health Region,31,7,9,10,4,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-11,Unknown / Other,Other,Table 5-11,Health Region,31,7,9,10,4,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-13,Unknown / Other,Other,Table 5-13,Health Region,32,7,9,10,4,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-14,Unknown / Other,Other,Table 5-14,Health Region,32,7,9,10,4,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-002,2024,Statistical-Yearbook-2024.xlsx,5-15,Unknown / Other,Other,Table 5-15,Health Region,32,7,9,10,4,,Health Region | Unknown / National / Other,CANDIDATE_ONLY,YES
FY-003,2021,Statistical-Yearbook-2021-Chapter-I-Health-Indicators.xlsx,8,Health Indicators,Population,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years",Unknown / National / Other,13,9,4,5,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-003,2022,2022-Chapter-I-Health-Indicators.xlsx,7,Health Indicators,Population,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years",Unknown / National / Other,14,12,4,5,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-003,2023,Statistical-Yearbook-2023.xlsx,12,Unknown / Other,Population,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years",Unknown / National / Other,14,12,4,5,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-003,2024,Statistical-Yearbook-2024.xlsx,1-11,Health Indicators,Population,"Incidence Rate of Some Immunization Targeted Diseases (per 100,000 population) in the Last Five Years",Unknown / National / Other,14,12,4,5,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-004,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-1,Health Resources,Other,الميزانية المخصصة لوزارة الصحة ( بمليارات الريالات) في الأعوام الخمسة الأخيرة بالنسبة للميزانية العامة للدولة,Unknown / National / Other,17,7,6,7,0,2021,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-004,2022,2022-Chapter-II-Health-Resources.xlsx,2-1,Health Resources,Other,الميزانية المخصصة لوزارة الصحة ( بمليارات الريالات) في الأعوام الخمسة الأخيرة بالنسبة للميزانية العامة للدولة,Unknown / National / Other,25,6,6,7,0,"2021, 2022",Unknown / National / Other,CANDIDATE_ONLY,YES
FY-004,2023,Statistical-Yearbook-2023.xlsx,1.,Unknown / Other,Other,الميزانية المخصصة لوزارة الصحة ( بمليارات الريالات) في الأعوام الخمسة الأخيرة بالنسبة للميزانية العامة للدولة,Unknown / National / Other,21,4,5,6,0,"2021, 2022, 2023",Unknown / National / Other,CANDIDATE_ONLY,YES
FY-004,2024,Statistical-Yearbook-2024.xlsx,2-1,Health Resources,Other,الميزانية المخصصة لوزارة الصحة ( بمليارات الريالات) في الأعوام الخمسة الأخيرة بالنسبة للميزانية العامة للدولة,Unknown / National / Other,19,5,5,6,0,"2021, 2022, 2023, 2024",Unknown / National / Other,CANDIDATE_ONLY,YES
FY-005,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-2,Health Resources,Population | Capacity,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة,Unknown / National / Other,16,29,6,7,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-005,2022,2022-Chapter-II-Health-Resources.xlsx,2-2,Health Resources,Population | Capacity,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة,Unknown / National / Other,17,29,6,7,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-005,2023,Statistical-Yearbook-2023.xlsx,2.,Unknown / Other,Population | Capacity,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة,Unknown / National / Other,17,29,6,7,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-005,2024,Statistical-Yearbook-2024.xlsx,2-2,Health Resources,Population | Capacity,المستشفيات والأسرة بالقطاعات الصحية بالمملكة حسب الجهة ومعدل الأسرة لكل عشرة آلاف من السكان في الأعوام الخمسة الأخيرة,Unknown / National / Other,17,29,6,7,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-006,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-4,Health Resources,Workforce,Health Manpower in KSA Health Sectors in the Last Five Years,Unknown / National / Other,38,22,11,12,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-006,2022,2022-Chapter-II-Health-Resources.xlsx,2-4,Health Resources,Workforce,Health Manpower in KSA Health Sectors in the Last Five Years,Unknown / National / Other,38,22,11,12,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-006,2023,Statistical-Yearbook-2023.xlsx,4.,Unknown / Other,Workforce,Health Manpower in KSA Health Sectors in the Last Five Years,Unknown / National / Other,38,26,5,6,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-006,2024,Statistical-Yearbook-2024.xlsx,2-17,Health Resources,Workforce,Health Manpower in KSA Health Sectors in the Last Five Years,Unknown / National / Other,44,28,5,6,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-007,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-5,Health Resources,Workforce | Activity,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2021G",Unknown / National / Other,45,23,7,8,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-007,2022,2022-Chapter-II-Health-Resources.xlsx,2-5,Health Resources,Workforce | Activity,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2022G",Unknown / National / Other,53,21,7,8,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-007,2023,Statistical-Yearbook-2023.xlsx,5.,Unknown / Other,Workforce | Activity,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2023G",Unknown / National / Other,49,18,7,8,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-007,2024,Statistical-Yearbook-2024.xlsx,2-19,Health Resources,Workforce | Activity,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2024G",Unknown / National / Other,50,24,7,8,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-008,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-8 ,Health Resources,Workforce,Health Manpower in MOH by Nationality in the Last Five Years,Unknown / National / Other,29,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-008,2022,2022-Chapter-II-Health-Resources.xlsx,2-8 ,Health Resources,Workforce,Health Manpower in MoH by Nationality in the Last Five Years,Unknown / National / Other,29,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-008,2023,Statistical-Yearbook-2023.xlsx,13.,Unknown / Other,Workforce,Health Manpower in MoH by Nationality in the Last Five Years,Unknown / National / Other,29,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-008,2024,Statistical-Yearbook-2024.xlsx,2-37,Health Resources,Workforce,Health Manpower in MoH by Nationality in the Last Five Years,Unknown / National / Other,33,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-009,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,Health Resources,Capacity | Workforce,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",Unknown / National / Other,78,19,14,15,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-009,2022,2022-Chapter-II-Health-Resources.xlsx,2.17,Health Resources,Capacity | Workforce,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Unknown / National / Other,78,19,14,15,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-009,2023,Statistical-Yearbook-2023.xlsx,22,Unknown / Other,Capacity | Workforce,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Unknown / National / Other,78,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-009,2024,Statistical-Yearbook-2024.xlsx,2-40,Health Resources,Capacity | Workforce,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Unknown / National / Other,33,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-010,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.21,Health Resources,Capacity | Workforce,"Health Manpower in Primary Health Care Centers, MOH, in the last Five Years",Unknown / National / Other,29,19,14,15,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-010,2022,2022-Chapter-II-Health-Resources.xlsx,2.21,Health Resources,Capacity | Workforce,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Unknown / National / Other,29,19,14,15,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-010,2023,Statistical-Yearbook-2023.xlsx,26,Unknown / Other,Capacity | Workforce,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Unknown / National / Other,29,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-010,2024,Statistical-Yearbook-2024.xlsx,2-42,Health Resources,Capacity | Workforce,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Unknown / National / Other,33,19,12,13,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-011,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.22,Health Resources,Capacity | Workforce,"Physicians and Dentists in MOH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Unknown / National / Other,34,9,4,5,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-011,2022,2022-Chapter-II-Health-Resources.xlsx,2.22,Health Resources,Capacity | Workforce,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Unknown / National / Other,34,9,4,5,0,,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-011,2023,Statistical-Yearbook-2023.xlsx,27,Unknown / Other,Capacity | Workforce,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Unknown / National / Other,34,9,4,5,0,2022,Unknown / National / Other,CANDIDATE_ONLY,YES
FY-011,2024,Statistical-Yearbook-2024.xlsx,2-43,Health Resources,Capacity | Workforce,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Unknown / National / Other,75,19,14,15,0,2022,Unknown / National / Other,CANDIDATE_ONLY,YES
