year_a,workbook_a,sheet_a,title_a,year_b,workbook_b,sheet_b,title_b,topic,similarity_score,manual_validation_required
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,30,"Hospital Beds in Other Governmental Sector by Speciality, 2023G.",Capacity | Activity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",2024,Statistical-Yearbook-2024.xlsx,2-10,"Hospital Beds in Other Governmental Sector by Speciality, 2024G.",Capacity | Activity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,20,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023م,Capacity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,39,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-46,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,39,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-56,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,45,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-46,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,45,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-56,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,49,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-11,King Khalid Eye Specialist Hospital,Capacity | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,2,"Population By Health Regions and Nationality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,1-3,"Population by Nationality, Gender, and Age group, 2024G",Population,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,2,"Population By Health Regions and Nationality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,1-4,"Population by Nationality, Gender, and Age group, 2023G",Population,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,4.,Health Manpower in KSA Health Sectors in the Last Five Years,2024,Statistical-Yearbook-2024.xlsx,2-38,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,5.,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-21,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,6.,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-24,"Health Manpower in MoH Branches & Offices by Category, Gender and Nationality, 2024G",Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,6.,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-27,"Health Manpower in all KSA Health Sectors by Category, Gender and Nationality in MoH Branches & Offices, 2024G",Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,8.,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-19,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2024G",Workforce | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,9.,"Physicians and Dentists in the Private Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-31,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories in MoH Branches & Offices, 2024G",Workforce | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,22,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-43,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",Capacity | Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,27,"Physicians and Dentists in MoH Primary Health Care Centers by Speciality and Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,30,"Hospital Beds in Other Governmental Sector by Speciality, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-27,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2024G",Capacity | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,33,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-17,Health Manpower in KSA Health Sectors in the Last Five Years,Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,33,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-28,"Health Manpower in Other Governmental Sector by Category, Gender and Nationality, 2024G",Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,39,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-26,"Health Manpower in the Private Sector by Category, Gender and Nationality in MoH Branches & Offices, 2024G",Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,40,"Health Manpower in Private Sector Hospitals by Health Region,Category,Sex and Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-46,"Health Manpower in Private Sector Hospitals by Category, Gender and Nationality in MoH Branches & Offices, 2024G",Capacity | Workforce,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-27,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2024G",Capacity | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,24.,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-10,"Hospital Beds in Other Governmental Sector by Speciality, 2024G.",Capacity | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,38.,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-46,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,38.,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-56,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,41.,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-12,"Intensive Care Beds at MoH Hospitals By Health Cluster and Type of Intensive Care Bed, 2024G",Capacity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,41.,"Laboratory investigations at MoH Hospitals by Health Region and Type of investigations, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-53,"Diagnostic Radiology Investigations at MoH Hospitals by Type of Investigation, 2024G.",Capacity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,44.,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-46,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,44.,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-56,King Khalid Eye Specialist Hospital,Capacity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,48.,King Faisal Specialist Hospital,2024,Statistical-Yearbook-2024.xlsx,4-11,King Khalid Eye Specialist Hospital,Capacity | Activity,0.5,YES
2023,Statistical-Yearbook-2023.xlsx,8.,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-30,"Other Governmental Sector' Physicians and Dentists by Speciality and Professional Categories in MoH Branches & Facilities, 2024G.",Workforce | Activity,0.476,YES
2023,Statistical-Yearbook-2023.xlsx,7.,"Physicians and Dentists in MoH by Gender, Nationality, Speciality and Professional Categories, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-30,"Other Governmental Sector' Physicians and Dentists by Speciality and Professional Categories in MoH Branches & Facilities, 2024G.",Workforce | Activity,0.474,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.31,"Hospital Beds at Private Sector by Health Region and Speciality , 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4-32,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",Capacity | Activity,0.471,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.31,"Hospital Beds at Private Sector by Health Region and Speciality , 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-11,"Hospital Beds at Private Sector by MoH Branches & Offices and Speciality, 2024G.",Capacity | Activity,0.471,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4-32,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.31,"Hospital Beds at Private Sector by Health Region and Speciality , 2021G.",Capacity | Activity,0.471,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4-32,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",2023,Statistical-Yearbook-2023.xlsx,36,"Hospital Beds at Private Sector by Health Region and Speciality , 2023G.",Capacity | Activity,0.471,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,4-32,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.471,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.31,"Hospital Beds at Private Sector by Health Region and Speciality , 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-11,"Hospital Beds at Private Sector by MoH Branches & Offices and Speciality, 2024G.",Capacity | Activity,0.471,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4-32,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",2023,Statistical-Yearbook-2023.xlsx,36,"Hospital Beds at Private Sector by Health Region and Speciality , 2023G.",Capacity | Activity,0.471,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,4-32,"Surgical Interventions in the Private Sector by Health Region and Hospital Sections, 2020G.",2024,Statistical-Yearbook-2024.xlsx,4-36,"Surgical Interventions at MoH Hospitals by Health Clusters and Hospital Sections, 2024G.",Capacity | Activity,0.471,YES
2023,Statistical-Yearbook-2023.xlsx,36,"Hospital Beds at Private Sector by Health Region and Speciality , 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-11,"Hospital Beds at Private Sector by MoH Branches & Offices and Speciality, 2024G.",Capacity | Activity,0.471,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.17,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.21,"Health Manpower in Primary Health Care Centers, MOH, in the last Five Years",Capacity | Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.17,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,26,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Capacity | Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.17,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-42,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Capacity | Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.21,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.21,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,22,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.21,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,6.,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2023G",Workforce,0.467,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2024,Statistical-Yearbook-2024.xlsx,2-18,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2024G",Workforce,0.467,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2022G.",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",Capacity | Activity,0.467,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2022G.",2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,0.467,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.467,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2021G.",Capacity | Activity,0.467,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-9,"Allied Health Personnel by Speciality , Nationality & Sex, 2021G",2024,Statistical-Yearbook-2024.xlsx,2-36,"Allied Health Personnel in all Health Sectors by Speciality, Nationality & Gender, 2024G",Activity,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,26,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Capacity | Workforce,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.17,"Health Manpower in MOH Hospitals by Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-42,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Capacity | Workforce,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.21,"Health Manpower in Primary Health Care Centers, MOH, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,22,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.21,"Health Manpower in Primary Health Care Centers, MOH, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,6.,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2023G",Workforce,0.467,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2021G",2024,Statistical-Yearbook-2024.xlsx,2-18,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2024G",Workforce,0.467,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2021G.",2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,0.467,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,10,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2021G.",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.467,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",Capacity | Activity,0.467,YES
2023,Statistical-Yearbook-2023.xlsx,22,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-42,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",Capacity | Workforce,0.467,YES
2023,Statistical-Yearbook-2023.xlsx,26,"Health Manpower in Primary Health Care Centers, MoH, in the last Five Years",2024,Statistical-Yearbook-2024.xlsx,2-40,"Health Manpower in MoH Hospitals by Nationality, in the last Five Years",Capacity | Workforce,0.467,YES
2023,Statistical-Yearbook-2023.xlsx,39,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,2-18,"Health Manpower in KSA Health Sectors by Category, Sex and Nationality, 2024G",Workforce,0.467,YES
2023,Statistical-Yearbook-2023.xlsx,10..,"OPD Encounters at Other Governmental Sector Hospitals and Polyclinics by Nationality, 2023G.",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.467,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,24,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2022G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",Capacity | Activity,0.462,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,24,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,0.462,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,24,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2022G",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.462,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",Capacity | Activity,0.462,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2023,Statistical-Yearbook-2023.xlsx,24.,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2023G",Capacity | Activity,0.462,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,30,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2022G",2024,Statistical-Yearbook-2024.xlsx,4-27,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2024G",Capacity | Activity,0.462,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",Capacity | Activity,0.462,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,25,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2021G",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.462,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",2023,Statistical-Yearbook-2023.xlsx,24.,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2023G",Capacity | Activity,0.462,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,31,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2021G",2024,Statistical-Yearbook-2024.xlsx,4-27,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2024G",Capacity | Activity,0.462,YES
2023,Statistical-Yearbook-2023.xlsx,24.,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2023G",2024,Statistical-Yearbook-2024.xlsx,4-37,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2024G",Capacity | Activity,0.462,YES
2023,Statistical-Yearbook-2023.xlsx,30.,"Surgical Interventions at Other Governmental Sector Hospitals by Section, 2023G",2024,Statistical-Yearbook-2024.xlsx,4-27,"Inpatients in Other Governmental Sector Hospitals by Nationality, 2024G",Capacity | Activity,0.462,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2021م.,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,20,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,26.,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2023م.,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2022م,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.14,الأسرة بمستشفيات وزارة الصحة حسب المنطقة الصحية والتخصص لعام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021,Capacity | Activity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022م,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.14,الأسرة بمستشفيات وزارة الصحة حسب المنطقة الصحية والتخصص لعام 2021م,Capacity | Activity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,19,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2021م.,Capacity | Activity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022,2023,Statistical-Yearbook-2023.xlsx,19,الأسرة بمستشفيات وزارة الصحة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity | Activity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2022,2023,Statistical-Yearbook-2023.xlsx,19.,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2023م.,Capacity | Activity,0.455,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,19,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2022م.,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021,Capacity | Activity,0.455,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,26,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2022م.,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,0.455,YES
