year_a,workbook_a,sheet_a,title_a,year_b,workbook_b,sheet_b,title_b,topic,similarity_score,manual_validation_required
2022,2022-Chapter-IV-Health-Activities.xlsx,26,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2022م.,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.455,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,32ملغى,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,47,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2021م.,Activity,0.455,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,32ملغى,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,2023,Statistical-Yearbook-2023.xlsx,46.,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Activity,0.455,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,32ملغى,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,2024,Statistical-Yearbook-2024.xlsx,4-59,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2024م.,Activity,0.455,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,45,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2022م.,2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,32ملغى,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,Activity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,2023,Statistical-Yearbook-2023.xlsx,17,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,2023,Statistical-Yearbook-2023.xlsx,20,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2023م,Capacity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,2023,Statistical-Yearbook-2023.xlsx,26.,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2023م.,Capacity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-12,مستشفيات وزارة الصحة وعدد الأسرة حسب المنطقة الصحية والتخصص لعام 2021م,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.15,أسرة العناية المركزة بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021م,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021,2023,Statistical-Yearbook-2023.xlsx,19,الأسرة بمستشفيات وزارة الصحة حسب المنطقة الصحية والتخصص لعام 2023م,Capacity | Activity,0.455,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.16,أسرة العزل والطوارئ بمستشفيات وزارة الصحة حسب المنطقة الصحية لعام 2021,2023,Statistical-Yearbook-2023.xlsx,19.,المنومون بمستشفيات وزارة الصحة حسب المنطقة الصحية والجنسية عام 2023م.,Capacity | Activity,0.455,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,27,الولادات بمستشفيات وزارة الصحة حسب المنطقة الصحية ونوع الولادة عام 2021م.,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.455,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,32ملغى,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,2023,Statistical-Yearbook-2023.xlsx,46.,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2023م.,Activity,0.455,YES
2021,statistical-yearbook-2021-chapter-IV-health-activities.xlsx,32ملغى,جراحات اليوم الواحد بوزارة الصحة حسب المنطقة الصحية لعام 2020م.,2024,Statistical-Yearbook-2024.xlsx,4-59,أنشطة بنوك الدم بوزارة الصحة حسب المنطقة الصحية عام 2024م.,Activity,0.455,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2023,Statistical-Yearbook-2023.xlsx,8.,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",Workforce | Activity,0.45,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-21,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.45,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2023,Statistical-Yearbook-2023.xlsx,8.,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2023G",Workforce | Activity,0.45,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-21,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.45,YES
2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-21,"Physicians and Dentists in the Other Governmental Sector by Gender, Nationality, Speciality and Professional Categories, 2024G",Workforce | Activity,0.45,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",Workforce | Activity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2022G",2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",Workforce | Activity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2021م,Capacity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2022م,2023,Statistical-Yearbook-2023.xlsx,11.,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2021G",Workforce | Activity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2023,Statistical-Yearbook-2023.xlsx,5.,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2023G",Workforce | Activity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-19,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2024G",Workforce | Activity,0.444,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-5,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2021G",2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",Workforce | Activity,0.444,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-6,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2021م,2023,Statistical-Yearbook-2023.xlsx,15,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.444,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2-10,القابلات بمرافق وزارة الصحة حسب المنطقة الصحية عام 2021م,2023,Statistical-Yearbook-2023.xlsx,11.,المرافق الصحية بوزارة الصحة حسب المنطقة الصحية عام 2023م,Capacity,0.444,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2023,Statistical-Yearbook-2023.xlsx,5.,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2023G",Workforce | Activity,0.444,YES
2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.37,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2021G.",2024,Statistical-Yearbook-2024.xlsx,2-19,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2024G",Workforce | Activity,0.444,YES
2023,Statistical-Yearbook-2023.xlsx,42,"Physicians and Dentists in the Private Sector by Speciality, Professional Categories and Health Region, 2023G.",2024,Statistical-Yearbook-2024.xlsx,2-19,"Physicians and Dentists in KSA Health Sectors by Speciality and Professional Categories, 2024G",Workforce | Activity,0.444,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.26,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2022G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2021G.",Capacity | Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.26,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2022G.",2023,Statistical-Yearbook-2023.xlsx,43,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2023G.",Capacity | Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.26,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2022G.",2024,Statistical-Yearbook-2024.xlsx,2-48,"Health Manpower in Private Health Facilities by Facility Classification, Gender and Nationality, 2024G.",Capacity | Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.28,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2021G",Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.28,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",2023,Statistical-Yearbook-2023.xlsx,39,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2023G",Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.28,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2023,Statistical-Yearbook-2023.xlsx,33,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.34,"Health Manpower in the Private Sector by Health Region,Category,Sex and Nationality, 2022G",2024,Statistical-Yearbook-2024.xlsx,2-38,"Health Manpower in the Other Governmental Sector by Nationality, in the last Five Years",Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2022G.",2021,statistical-yearbook-2021-chapter-II-health-resources.xlsx,2.26,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2021G.",Capacity | Workforce,0.438,YES
2022,2022-Chapter-II-Health-Resources.xlsx,2.38,"Health Manpower in Private Health Facilities by Facility Classification, Sex and Nationality, 2022G.",2023,Statistical-Yearbook-2023.xlsx,31,"Health Manpower in Other Governmental Sector by Category,Sex and Nationality, 2023G.",Capacity | Workforce,0.438,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,11,"Health Services in the Private Sector by Administrative Regions, 2022G",2024,Statistical-Yearbook-2024.xlsx,2-35,"Allied Health Personnel in the Private Sector by Speciality, Nationality & Gender, 2024G",Activity,0.438,YES
2022,2022-Chapter-IV-Health-Activities.xlsx,29,"Surgical Interventions at MoH Hospitals by Health Region and Hospital Sections, 2022G.",2024,Statistical-Yearbook-2024.xlsx,4-22,"Admissions at MoH Hospitals by Health Clusters, Gender and Nationality, 2024G.",Capacity | Activity,0.438,YES
